,ethoscope_id,ethoscope_name,experiment_date,experiment_time,db_filename,filesize
73,001aeeee10184bb39b0754e75cef7900,ETHOSCOPE_001,2016-06-21,20-43-05,001aeeee10184bb39b0754e75cef7900/ETHOSCOPE_001/2016-06-21_20-43-05/2016-06-21_20-43-05_001aeeee10184bb39b0754e75cef7900.db,22264832
74,001b6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-06-24,19-26-21,001b6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-06-24_19-26-21/2016-06-24_19-26-21_001b6ba04e534be486069c3db7b10827.db,415150080
75,001b6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-07-01,13-13-24,001b6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-07-01_13-13-24/2016-07-01_13-13-24_001b6ba04e534be486069c3db7b10827.db,519824384
76,001b6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-07-08,18-05-11,001b6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-07-08_18-05-11/2016-07-08_18-05-11_001b6ba04e534be486069c3db7b10827.db,643601408
77,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-08-03,20-34-40,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-08-03_20-34-40/2016-08-03_20-34-40_001c6ba04e534be486069c3db7b10827.db,42074112
78,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-08-04,12-05-42,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-08-04_12-05-42/2016-08-04_12-05-42_001c6ba04e534be486069c3db7b10827.db,282145792
79,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-08-23,16-27-21,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-08-23_16-27-21/2016-08-23_16-27-21_001c6ba04e534be486069c3db7b10827.db,419450880
80,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-09-01,14-43-32,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-09-01_14-43-32/2016-09-01_14-43-32_001c6ba04e534be486069c3db7b10827.db,926665728
81,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-09-29,20-26-28,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-09-29_20-26-28/2016-09-29_20-26-28_001c6ba04e534be486069c3db7b10827.db,32856064
82,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-10-03,17-00-35,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-10-03_17-00-35/2016-10-03_17-00-35_001c6ba04e534be486069c3db7b10827.db,540540928
83,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-10-12,10-31-25,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-10-12_10-31-25/2016-10-12_10-31-25_001c6ba04e534be486069c3db7b10827.db,554887168
84,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-11-08,21-17-19,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-11-08_21-17-19/2016-11-08_21-17-19_001c6ba04e534be486069c3db7b10827.db,42247168
85,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-11-22,15-58-16,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-11-22_15-58-16/2016-11-22_15-58-16_001c6ba04e534be486069c3db7b10827.db,74316800
86,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-11-28,13-25-52,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-11-28_13-25-52/2016-11-28_13-25-52_001c6ba04e534be486069c3db7b10827.db,900401152
87,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-12-12,15-00-06,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-12-12_15-00-06/2016-12-12_15-00-06_001c6ba04e534be486069c3db7b10827.db,310272
88,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-12-12,15-24-29,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-12-12_15-24-29/2016-12-12_15-24-29_001c6ba04e534be486069c3db7b10827.db,198656
89,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-12-12,15-30-22,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-12-12_15-30-22/2016-12-12_15-30-22_001c6ba04e534be486069c3db7b10827.db,1484800
90,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-12-12,16-11-35,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-12-12_16-11-35/2016-12-12_16-11-35_001c6ba04e534be486069c3db7b10827.db,9097216
91,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-12-12,19-31-00,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-12-12_19-31-00/2016-12-12_19-31-00_001c6ba04e534be486069c3db7b10827.db,167936
92,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-12-12,19-38-29,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-12-12_19-38-29/2016-12-12_19-38-29_001c6ba04e534be486069c3db7b10827.db,51252224
93,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-12-15,15-58-17,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-12-15_15-58-17/2016-12-15_15-58-17_001c6ba04e534be486069c3db7b10827.db,0
94,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-12-15,18-49-02,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-12-15_18-49-02/2016-12-15_18-49-02_001c6ba04e534be486069c3db7b10827.db,93184
95,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2016-12-15,19-21-24,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2016-12-15_19-21-24/2016-12-15_19-21-24_001c6ba04e534be486069c3db7b10827.db,230255616
96,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2017-03-10,16-59-33,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2017-03-10_16-59-33/2017-03-10_16-59-33_001c6ba04e534be486069c3db7b10827.db,95232
97,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2017-03-10,17-17-03,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2017-03-10_17-17-03/2017-03-10_17-17-03_001c6ba04e534be486069c3db7b10827.db,448184320
98,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2017-03-17,11-17-43,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2017-03-17_11-17-43/2017-03-17_11-17-43_001c6ba04e534be486069c3db7b10827.db,467068928
99,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2017-03-24,16-00-03,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2017-03-24_16-00-03/2017-03-24_16-00-03_001c6ba04e534be486069c3db7b10827.db,457286656
100,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2017-03-30,12-58-20,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2017-03-30_12-58-20/2017-03-30_12-58-20_001c6ba04e534be486069c3db7b10827.db,188721152
101,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2017-04-04,15-36-51,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2017-04-04_15-36-51/2017-04-04_15-36-51_001c6ba04e534be486069c3db7b10827.db,284388352
102,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2017-04-11,17-12-54,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2017-04-11_17-12-54/2017-04-11_17-12-54_001c6ba04e534be486069c3db7b10827.db,81454080
103,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2017-04-19,15-01-27,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2017-04-19_15-01-27/2017-04-19_15-01-27_001c6ba04e534be486069c3db7b10827.db,116173824
104,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2017-04-25,19-35-23,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2017-04-25_19-35-23/2017-04-25_19-35-23_001c6ba04e534be486069c3db7b10827.db,35210240
105,001c6ba04e534be486069c3db7b10827,ETHOSCOPE_001,2017-05-03,20-17-56,001c6ba04e534be486069c3db7b10827/ETHOSCOPE_001/2017-05-03_20-17-56/2017-05-03_20-17-56_001c6ba04e534be486069c3db7b10827.db,36125696
